Hotel_Name,Title,Review,rating,label
HOSHINOYA Tokyo,An Oasis in Tokyo,Unfortunately just one night at this wonderfully elegant and quiet hotel in the heart of Tokyo. Impeccable service and amenities as well as walking distance from Tokyo station and access to several metro stations. Amazing.,50,1
HOSHINOYA Tokyo,Best Hotel in Tokyo - Luxury Meets Tradition,"I've been to Tokyo several times in the past, but always either for short stops in transit to other locations or for work related trips. For my most recent trip to celebrate my birthday, Japan was the focal point. Since Tokyo was the starting point for my 2 week stay in the country, I wanted my kickoff hotel to be extra special. Tokyo has no shortage of luxury hotels, but the experience at Hoshinoya convinced me this unique property is easily among the top, if not the top, hotel in Tokyo. Upon entering the large wooden doors on the ground floor, one or two attendants will greet you by name and take your shows. As other reviews mention, the entire hotel is built like an old tatami mat ryokan, so all staff and guests walk around in socks. It's both charming and cozy, and really",50,1
HOSHINOYA Tokyo,Unique experience,"Fantastic ryokan / hotel in the middle of the financial district in Tokyo, quite close to the central station; impeccable service, large rooms, an own onsen.... what do you need more? And you have an additional resting space (shared with 4 other rooms/guests) in addition to your room, with sweets, tea, beer etc. to relax & plan the next steps",50,1
HOSHINOYA Tokyo,Quiet Unique Hotel Experience,We were a family of four arriving in early September. The whole experience here is unique for a city hotel. Everything from taking your shoes off at the entry to the few rooms on each floor made this a nice quiet environment. I have to say that I think we saw other people only once on our floor during our three nights stay. Everyone we dealt with were friendly and helpful. Always enjoyed our interactions with the staff. The rooms were spacious and modern.....nice bathrooms and comfortable beds. Breakfasts were nicely presented and very good. Only things I would point out is that they didn’t have a lounge for a cocktail and no gym. Not major but something that we like to see. We would definitely stay here again.,50,1
HOSHINOYA Tokyo,Luxury ryokan hidden in the heart of Tokyo,"We have visited Tokyo multiple times and this has to be our most memorable stay! It is luxury ryokan combined with that feeling of home away from home, starting right from the minute you stepped into the hotel and keep away your shoes to the private lounge area (ochanama) on each floor where we enjoy a variety japanese snacks and beverages. While the location is in the heart of the business district, it can be confusing to navigate or find the way to the hotel from the subway. The hotel is also rather new and many cab drivers got lost while finding it. It also doesn’t help that the drive-in entrance is in the basement of an office building, so there were alot of confusion lost in translation. Nonetheless, we had a wonderful stay and look forward to return. Hopefully by then,",50,1
HOSHINOYA Tokyo,Wonderful modern ryokan in the heart of Tokyo,"Wonderful experience in great central location. Superb, beyond helpful staff, great combination of Japanese tradition and modern luxury. Delightful in room breakfast service. Do enjoy the the hot spring bath on the 17th floor with sky view.",50,1
HOSHINOYA Tokyo,Unique japanese experience,"Hoshinoya Tokyo is a modern ryokan located in the business district, offering a luxurious traditional japanese experience. We booked a triple room for our family (Kiku) and were very happy with our comfortable stay. The hotel is very unique, you can not wear shoes inside, and in my opinion is mostly suitable for adults. It is a very quiet hotel, very japanese. The onsen is fantastic, and is quite amazing to be able to bathe in a open-air onsen in the middle of Tokyo. For those looking for an original japanese experience, stay here, at least for a couple of days. It is worth every cent.",50,1
HOSHINOYA Tokyo,Most luxe hotel with amazing service,"Cannot fault anything about this hotel. It was beyond luxe, and the staff were all so nice. Each level (6 rooms per level) has a common tea room with access to snacks for guests all day. Breakfast consists of rice rolls, soup and pour over coffee made on the spot by your host. The rooms are exceptionally beautiful and so comfortable. The onsen is a beautifully unique experience with an atrium so that you are sitting under the night sky. Bespoke in-room check-in experience with gifts for guests. 10 min walk to nearest train lines. Allow plenty of time for check-out as staff are meticulous and it is busy at this time.",50,1
HOSHINOYA Tokyo,Astonishing-beyond our expectations.,"5 nights, two adults. Perfect blend of Japanese style and hospitality and modern luxury. We were blown away. Convenient to Tokyo Station. Perfect oasis in the middle of the city. Discounts available when booked in advance.",50,1
HOSHINOYA Tokyo,The most wonderful hotel.,"The staff cared for our every need, the bedrooms were beautifully appointed and laid out. The facilities were great, especially the onsen. We also really enjoyed the communal area on our floor where we could have snacks and relax. Simply superb!",50,1
HOSHINOYA Tokyo,Vacation in Japan,"I never leave a review, although Hoshinoya deserves to be shared to everyone. It is beyond fantastic! The service is unmatched, rooms are clean and create a calm and relaxing atmosphere. We loved the tea room designated to our on floor, it really removed any feeling that anyone else was even staying at the ryokan. Uki’s balancing acts at the sake lounge were very funny and entertaining. I honestly felt tears welling up in my eyes as we pulled away, not because I was sad we were leaving, but because the service and kindness was unparalleled from the second we arrived until we pulled away from the door. I highly recommend this place to anyone wanting a true ryokan experience in the heart of Tokyo.",50,1
HOSHINOYA Tokyo,Amazing Japanese experience,"From the minute you set foot inside this wonderful hotel you are transported into another world. No shoes and a beautiful onsen. My first onsen experience and not my last. A wonderful dark magical thermal bath that opens up to the sky, I could have stayed for hours! Great food served in my room and a mirror with a tv inside. Super, just go and experience!",50,1
HOSHINOYA Tokyo,Highly recommended this hotel for your comfort and enjoyable holiday,"Awesome on-sen experience, as well as lounge offering free drinks (soft drink, coffee and tea, water) and snacks, open 24hours. Staffs are helpful as always. A bit pricey but worth every penny. Definitely stay here again when I come back to Tokyo",50,1
HOSHINOYA Tokyo,Hidden Treasure in the City,"Love how discreet this place is. Top notch service and spacious rooms. The elegant and minimalist design of the whole ryokan is a dream! Enjoyed the Ochanoma Lounge outside our room, most of the time we had the place to ourselves and felt like our own personal space. Well stocked reading materials, drinks and snacks we can help ourselves to at any time. Soaking in the outdoor onsen with pretty lanterns lit up at night was one of my most memorable moments Easy access to transport and plenty of restaurants nearby. Perfect place in Tokyo for me!",50,1
HOSHINOYA Tokyo,Dream,Very good hotel and service. Our time out was so relaxing. The food and drinks were so good. It was a very good trip. The hotel was very central in Tokyo City. Many shops and restaurants are near to the hotel. Many choices available.,50,1
HOSHINOYA Tokyo,Oasis in the heart of Tokyo,"Second time staying here and definitely the hotel to go to in Tokyo! Spacious and comfy room with a common area on each floor. Onsen on top beats everything :) Located right at city center which is highly accessible and have wide range of choices on shops and restaurants. Lastly, staff here were amazing and thoughtful which makes your stay even more pleasant. Will be back soon!",50,1
HOSHINOYA Tokyo,Big brother is everywhere,"The hotel is very unique and beautiful. Located perfectly.The neighborhood is an impressive business area, very new and modern. Our room was nice, named Yuri, a corner deluxe room. It seemed bigger on the web probably because we thought that being located at the corner would let us feel that the room was bigger because of two sides view. Unfortunately, one wall that was supposed to create the corner was blocked (no windows), so practically we had only one side “open” and thus there was no difference between that room and the lower category in that sense. This is why there is no “need” to book that category if you look for a real corner. The onsen itself is terrific.Much more terrific and really tranquil when less people around. But anyway, I really enjoyed it. Why the",30,0
HOSHINOYA Tokyo,Hoshinoya Tokyo - an exceptional establishment with true “heart”(thoughtfulness) & “soul”(culture),"Hoshinoya Tokyo is a place where we truly feel like “guests” and not customers, and our time spent there was not just a stay but a “treasured experience”. Think “cultural institution” (& not merely a hotel), “sophistication” (instead of just quality), “tastefulness”(versus plain luxury), and “genuine hospitality” rather than service. The dinner my wife and I had was an exceptional gastronomical journey in which we were surprised by the stunning presentations, creativity, amazing tastes and textures of every course. We enjoyed the rooftop onsen also but probably should have had the spa treatment too for an even more complete/immersive experience. Only comment: perhaps can be more uncompromising about the minimalist aesthetics and be more subtle in labelling of shampoo, body",50,1
HOSHINOYA Tokyo,Best Hotel in Tokyo,This Hotel is beyond your highest expectations! Front he moment you arrive to the moment you leave the staff can not do enough for you. The Hotel room is amazing and the common room on each floor is a great space to hang out.,50,1
HOSHINOYA Tokyo,Disappointing,"I’ve never written a bad review before but this hotel really set a record. The service at this hotel is beyond disappointing. We did not expect this kind of service especially in Japan. We booked a double room and left a message that we would have three people staying, and even sent them an email asking if a bed can be added to no reply. I want to know what kind of 5 star rated hotel doesnt respond to their customers? All other Japanese hotels we have previously stayed at allowed the addition of a bed for 3 in a double room for an extra fee, but this hotel claims it to be Japanese law that a bed can't be added, which according to my Japanese friend, isn't true. They didn’t specify this on any hotel booking platform they are registered on, and it is only natural for us as",10,0
HOSHINOYA Tokyo,extraordinary experience,"in the world of hotels, hoshinoya is something i never had experienced, a perfect mix of japanese tradition with contemporary comfort. Sophistication and elegance. Thje Onsen will remain an extraodinary discover when, hit by jetlag, I discovered it, alone, at 3 in the morning.",50,1
HOSHINOYA Tokyo,Amazing Boutique Hotel - beyond compare,"We stayed for 4 nights at the Hoshinoya Tokyo. We booked early (120 days ""advance"" booking) and got a very decent price for a corner room. When you enter the hotel you feel immediately calm because it is so quiet and serene - since there are not so many rooms (only 6 for each floor) it does not feel like a typical hotel despite it's size but rather truly like a luxury guest house. The hotel is simply fabulous, the service is impeccable and the room is beautifully furnished - very spacious (knowing that Tokyo is rather known for small and crowded spaces) and fully equipped with everything that makes you feel at home. The bathroom is huge - separate shower and bathtub and the Japanese luxury toilet is both fun and very practical :-) The staff was super helpful and with direct",50,1
HOSHINOYA Tokyo,A great base in Tokyo,"We picked HOSHINOYA Tokyo for part of our honeymoon trip and it was probably the best hotel we’ve ever stayed in. They definitely wowed us constantly and we loved all the authentic features and touches. The staff were all so friendly, welcoming and enthusiastic. They constantly went out of their way to anticipate requests and exceed our expectations. The catering throughout was excellent, and the self service minibar, snack and hot drinks area on each floor is really handy. We went for a tea ceremony in the lobby area and this great fun; a really nice balance between authentic experience and cultural insight. We also particularly loved the onsen, which was a wonderful place to relax after a busy day exploring. As far as anything in Tokyo can be “well located,” HOSHINOYA is",50,1
HOSHINOYA Tokyo,The best,"Every single thing about this hotel is amazing. I was scared off by the price (just expensive for me) but if you stay a few nights, you can get a reduced rate. I'm so glad that it was every bit worth the price.",50,1
HOSHINOYA Tokyo,"Best hotel, hands down",We loved the Hoshinoya! The accommodations were impeccable and the service was second to none. The Onsen was our nightly respite after walking around Tokyo all day. The restaurant food and food presentation were superior.,50,1
HOSHINOYA Tokyo,very authentic hotel,"everything about this hotel was so different and exciting. at first the whole not having shoes was strange but then once we. embraced it, was quit freeing. I loved the traditional tea ceremony. the Onsen Japanese hot spring was so amazing the whole experience was very authentic. they really pay attention to detail. what was unexpectedly fabulous was the shared living room. we loved it. the breakfast could of had more choses.... the fish was a bit much for us westerners, however I still really enjoyed it.",50,1
HOSHINOYA Tokyo,The best two nights at a hotel in my life,"It was an amazing experience to stay at Hoshinoya. The service is fantastic, the room are clean, big and has a lovely bed. The bathroom have a nice bathtub that had enough space for both me and my girlfriend. The Onsen on the top floor is also magical. This is the best hotel we have ever been to.",50,1
HOSHINOYA Tokyo,Relaxing hotel with Rooftop hot springs,"Really enjoyed our stay here! There are only 6 rooms on each floor, and a Tea Lounge to share with other guests on the same floor. In the tea lounge, there are complimentary beverages and snacks. Every morning they provide free rice balls and miso soup, and you can have them either in the lounge or your own room. My favorite part is the rooftop hot spring. After a long day of walking in the city, a relaxation in the soothing hot spring is much needed. Also, every afternoon 5-7pm, there is a free sake tasting on the 2nd floor. We had a good time sampling 4 different kinds of Japanese sake and wine.",50,1
HOSHINOYA Tokyo,Unique experience,"Booked two rooms for our week long family stay in Tokyo. Initially I was looking for reasonable proximity to Tokyo Station and an alternative to western style hotels. The Hoshinoya Tokyo completely surprised us. My sons (16 and 18) rarely voice any approval to their parents choices, but on this occasion we were met with approving smiles. The lounge area on each floor was an excellent way of spending time away from the madness to Tokyo and the top floor Onsen is both stylish and a great way to relax at the end of a day. Finally the staff were faultless. No request was ignored. All I can say is that we loved it.",50,1
HOSHINOYA Tokyo,Best hotel we've stayed ever!,"Everything about this hotel was so well executed from the unique counter-less check-in process to the free 24/7 snacks on each floor to the unique outdoor hot spring on the top floor. The service is top notch, professional yet warm. I can't say enough good things about this hotel!!!",50,1
HOSHINOYA Tokyo,A unique hotel with excellent service,"My family and I stayed at Hoshinoya, Tokyo during our first trip to Japan. This hotel is really unique : it has its own onsen (each for ladies and gents) on 17th floor; on each floor has its own tea lounge that serves Japanese treats around the clock; every afternoon on the reception floor (2nd fl) we could try 4 different kinds of sake whilst watching short performances or just having conversations with the family, fun! The service was superb and the staff was friendly and genuinely helpful. The design of the room was ryokan-like. The room and bathroom were spacious, the bed was comfortable. The hotel itself is located in the financial district area, so it’s facing directly the opposite office building (maybe that’s just one of its downside). If you’re looking to stay in",50,1
HOSHINOYA Tokyo,Amazing design hotel. Onsen was the highlight,We loved this hotel for the luxury Japanese ryokan experience. This was our first stay in Japan and it made an amazing first impression. The staff fussed over us and allowed us to take a late rice ball breakfast despite our jet lag. The rooms and open space were beautifully designed and the particular highlight was the onsen. I loved the skylight up to the sky above and it was a peaceful retreat from city life. The outside was also particularly distictictive with an ornate leaf design. This was a very special place; I can highly recommend.,50,1
HOSHINOYA Tokyo,HOSHINOYA Tokyo,"This is my 7th time staying at the fabulous Hoshinoya Tokyo. It is like I am going to my second home. I am always greeted so warmly by the staff as you enter the hotel. The staff in the tea lounge are wonderful. Friendly and super helpful. Will go out of their way to assist you in anything you need. Complimentary breakfast is excellent. In room dining is exquisite. HOSHINOYA dinner in their restaurant is superb.The quality of snacks and drinks in the tea room are all of excellent quality. I have not been writing any reviews for the past 6 years but need to start again. HOSHINOYA deserves every bit of promotion that I can offer. My favorite Tokyo hotel. I have stayed in the Peninsula Tokyo, Ritz Carlton, Park Hyatt and many others but HOSHINOYA is by far #1!",50,1
HOSHINOYA Tokyo,THE BEST PLACE TO STAY IN TOKYO FULL STOP !,"We have just come back from a stay In the Hoshinoya Hotel in Tokyo and I have to say it is on of the best hotel I have ever stayed in ! The location is spot on . It is right in the middle of the business area and the advantages of it is that you can travel around the city easily . But the best bits are the Hotel design and the Staff . If you are looking to be transported to Japan look no further . The Rooms are so well appointed , You get to wear a kimono both inside and outside if you wish ! No shoes please , tough for my wife who brought 10 pairs , but she did not mind a bit ! Try everything in the hotel , from the breakfast , the snacks when you come back from a long day of site seeing , to the evening show. Have a dinner in your room if you can , the food is just so",50,1
HOSHINOYA Tokyo,A great ryokan experience,"This is the third time we stayed at Hoshinoya Tokyo. We stayed 12 nights this time. The room was luxurious, well maintained and clean as before. The hotel staff in general were excellent. Hot spring was very enjoyable. The rice balls and miso soup served as breakfast were very tasty. It would be great if the snacks in the lounge could be changed once a while. It was all the same items during our 12 nights there. One minor thing. We indicated that we were there to celebrate a birthday on the survey card during the check-in process, but the hotel did nothing this time. We were also at Hoshinoya Tokyo last year for a birthday and the hotel sent us a surprise gift which was very nice. Overall, I would highly recommend Hoshinoya Tokyo. We will definitely stay here",50,1
HOSHINOYA Tokyo,Wonderful Zen oasis amid Tokyo hustle and bustle,"Remarkable service orientation, making all travelers feel comfortable and welcome. Rooftop hot springs open to night sky—exquisitely Zen. Welcoming attire available on arrival to wear throughout stay if you wish.",50,1
HOSHINOYA Tokyo,Amazing stay!,"We stayed at multiple Kai properties during our last trip to Japan. And decided we would stay at Hoshinoya Tokyo instead of our usual Ginza area hotels, and I am so happy we made that choice! The space is amazing, room was HUGE! Everyone is so attentive! There aren’t many rooms on each floor so it’s super quiet. The tea room is stocked with snacks, drinks, tea. They serve rice balls and handmade coffee in the morning. We would go sit there a while after our onsen session. Of course, onsen in the middle of the city? It’s so awesome! We walked so much while in. Tokyo, and it’s a great way to relax at the end of the day. During New Years, they would have yuzu in onsen, super refreshing. They provide milk from Hokkaido in dressing room. If you’ve been to Hokkaido, you know",50,1
HOSHINOYA Tokyo,Incredible Hotel,"The hotel is stunning, gorgeous design and the facilities are excellent and very luxurious. All Hotel staff were excellent, helpful, polite, and extremely well presented. Location could not have been better, very easy to get around and close to major area's and all subway lines.",50,1
HOSHINOYA Tokyo,Beautiful hotel,"Our stay at Hoshinoya was just beautiful. Beautiful rooms, gorgeous design, attentive service, lovely amenities, a fantastic bath, an indulgent spa treatment. Right above a metro station, near Tokyo station. We had an amazing dinner followed by rooftop drinks nearby. The communal lounges for snacks and tea were great. We’re going to Hoshinoya Fuji in July and I can’t wait.",50,1
HOSHINOYA Tokyo,Pampered. Exclusive. Full Ryokan experience.,"Surprised Onsen in the middle of Tokyo, and the hotel is run like a Ryokan. Excellent and caring staffs that help you to solve problems in and out of the hotel. However, due to the number of foreign guests, the proper etiquette of using the Japanese onsen is sometimes not observed. It will be good if the staff can have a thorough explanation during the in-room check-in.",50,1
HOSHINOYA Tokyo,Absolutely the most exquisite ryokan stay of our lives. Every aspect was better than best. Enjoy. Period.,The staff was the best and most genuine we've experienced. The rooms and lounge area on our floor(4) was absolutely incredible as was the traditional breakfast each morning. The Onsen Bath is not to be missed....everyday a must!!!,50,1
HOSHINOYA Tokyo,Hoshinoya do it again!,"Another location and another Hoshinoya. Amazingly attentive staff, nothing was too much - even to the point of investigating requests without even asking! The investigation saved us wasted time and effort when we were going to go to the morning training of Sumo, the staff took it upon themselves to check if the session was going ahead. Shortcuts to stations, organisation of last minute taxis and genuine care during our stay was brilliant. The public onsen was a great experience (our first) and the hints guide provided was great to ensure we followed the right protocol. In-room breakfast was delicious (Japanese Style) and even when not possible - delivered the courtesy breakfast when our preferred time couldn't be met. Would highly recommend HOSHINOYA simply for the customer",50,1
HOSHINOYA Tokyo,Great experience,"We had a wonderful stay at Hoshinoya Tokyo. Great authentic Japanese atmosphere with superb service and impressive onsen facilities. They offer short activities ... we joined a traditional Japanese music evening event and breathing lessons which added to a memorable, relaxing stay in the center of busy Tokyo.",50,1
HOSHINOYA Tokyo,Superb at every level,"A true Japanese experience, stunningly simple decor beautiful friendly staff that were very polite, well mannered & helpful. Made our trip to Japan one to remember. Would definitely stay again & highly recommend to anyone looking for a unique Japanese experience.",50,1
HOSHINOYA Tokyo,Old school feel/setting with new school design.,"Everything was great. The staff, cleanliness, setting, location. What can I say was bad? Maybe I was a little too chubby for the pajamas or kimono but I made it work! If you like a old school setting but in a modern approach, look no closer.",50,1
HOSHINOYA Tokyo,Fabulous,"The best hotel experience I have ever had. The facilities (lobby, lounge, onsen, rooms, bathrooms) were stellar. The staff were so attentive, pleasant, and professional. I was so sad to leave and can't wait to come back!",50,1
HOSHINOYA Tokyo,Little gem,"The hotel is located in the financial district of Tokyo only a 10 min walk from Tokyo Station. The minute you walk down the door you feel the tranquility and the peaceful feeling coming over you. You are zen once you step into the hotel entrance. The staff is of the utmost kindness, helpful and super friendly. Before going to the room you have to take off your shoes and they are stored in small lockers (one locker per room). The rooms itself are beautiful and completely decorated in Japanse style. They are of a good size (we had a corner) and spotlesly clean. There are even kimono to try on. We had breakfast (western style) twice (breakfast is served in the room) and although is was good and enough we found it quite expensive. Hotel Hoshinoya is definetely 5 star service",50,1
HOSHINOYA Tokyo,Fabulous stay at Hoshinoya Tokyo,"Staying at a ryokan in the middle of central Tokyo was one of the best highlights of our visit to Japan. Wonderful service by the staff, snacks were provided and plentiful and of course the hot springs on the 17th floor! What an experience of a lifetime! I don't think we can stay at other hotels after our stay here at Hoshinoya.",50,1
HOSHINOYA Tokyo,"Fantastic hotel, authentic Japanese experience!","The staff here are really what differentiates Hoshinoya Tokyo. Staying at Hoshinoya, you get a feel for the true extent of Japanese hospitality. The rooftop onsen is really a great perk, and the rooms and spacious!",50,1
HOSHINOYA Tokyo,a mindblowing experience - a Tokyo Ryokan in a high rise,"the stay at Hoshinoya Tokyo was one of the most exciting experience we had in our life / history of staying at exceptional hotels. the concept, the Ryokan, the gentleness of the staff, the services offered ( tea ceremony, for instance, or service at the floor common area) were just great experiences. Dining at Hoshinoya restaurant in basement 2 was somptuous: plates were superbly presented, very flavorful, attention to details was everywhere, worth a 3 star Michelin restaurenat in our eyes. the Onsen ( public hot bath at the top of the hotel , in the open air) is a magic place, helping one to unwind after a long day in the city, and linking you to a long japanese tradition. it makes you experience something no other hotel can offer. on each floor there ia s public space",50,1
HOSHINOYA Tokyo,Magnificent Hotel!,"This modern style Japanese ryoken exceeded our expectations on multiple levels. We stayed for 4 nights in the Kiku (executive triple) room at 893 sq ft and it was like having your own home - maybe better! The service was impeccable and the entire hotel was amazing. The rooftop onsen was a truly unique experience. We were so spoiled that we would never stay anywhere else when visiting Tokyo. My only complaint is that there will never be another hotel experience anywhere that measures up. I travel a lot and this was my all time favorite hotel in my 55 years. The beds were comfortable, the bathroom was like a spa, the decor and architecture was stunning. The amenities were 5 star. The private lounge was a welcome oasis. We felt like royalty. Thank you to everyone at the",50,1
HOSHINOYA Tokyo,Amazing Hotel,"I was worried I had built my expectations up too high prior to staying at the Hoshinoya but I came away wondering when I could book again. From the moment we arrived to leaving after 4 nights we couldn't have asked for more. The check in was personal and we felt at home right away, the lounge on each floor was perfect for drinks and nibbles after a day out in toyko. Rooms were a great size as we had lots of luggage and the bathroom/shower were very relaxing. Overall we had a great stay and are already looking to when we can visit again, highly recommend.",50,1
HOSHINOYA Tokyo,This place elevated my 'Tokyo experience' to the next level,"I stayed at this modern-style Japanese ryokan for three nights on my trip to Tokyo. One of my main reason of staying here was that it is at the centre of Tokyo, near to the Imperial Palace and Tokyo Station. It was a huge bonus, as I found out, as it saved me plenty of time commuting around when visiting different parts of the metropolis. Most of the time I took the subway without the need of changing lines, or simply walked. I stayed at one of the basic level rooms on the 3rd floor. My room was spacious as expected and had a good flow. It was furnished with a mixture of both Japanese and western elements, such as tatami floor and a western bed. As a solo traveller, I certainly enjoyed making maximum use of the tatami floor space for all kinds of activities. The bathroom had a",50,1
HOSHINOYA Tokyo,Amazing Tokyo Hotel Experience,"We arrived into Tokyo Haneda (HND) with a few of our L.A. friends on American Air (AA 27) direct from LAX to HND. I arranged for a car service so we knew we would land and have a car waiting for us instead of having to navigate the train system – and who wants to have a long train ride after an 11+ hour flight?! We arrived at Hoshinoya approximately 40 minutes after leaving HND and arrived in the underground parking lot. From there, Hoshinoya staff greeted us and brought us up an elevator one story to the main entrance to Hoshinoya. Big, beautiful wooden doors open and you are immediately greeted by bowing staff dressed in traditional Japanese clothing. You leave your shoes at the door here and they are kept in little wooden boxes for you to retrieve each time you leave –",50,1
HOSHINOYA Tokyo,Exceptional hotel.,"During our vacation in Japan we stayed 6 different hotels. Ranging from very traditional ryokans to top-end international luxury hotels. Hoshinoya Tokyo was our last hotel and we felt this was probably the best and most interesting hotel on this trip. I would describe it as a ""modern interpretation"" of a ryokan. But there are a few things you should know before deciding for this hotel. The place is exceptionally well designed and has a very boutique and discreet feel. The entire hotel can only be accessed by staying guests. In every floor there are 6 guest rooms and there is a lounge on every floor which can only be accessed by guests staying on this floor. Other public areas are a small lounge area at the reception level (with some evening performances and sake tasting) and",50,1
HOSHINOYA Tokyo,"Discreet, beautiful rooms, great service and convenient location.","Elegantly understated traditional style rooms with all modern amenities. The aura was peaceful and calming; the bed, pillows and comforter were like a cocoon which made it very easy to sleep after the Onzen! The staff were very helpful and the property was spotless everywhere. The Otenachi location was so convenient with 4-5 train lines just below the hotel. There were many food choices within 10 minute walk of the hotel but it was also easy to jump the metro to some of our old time favorite restaurants. Our main complaint is that the hotel is hard for the taxis to locate and our driver went in circles for 20 minutes even with GPS. The reason is that the hotel is in a pedestrian zone so one cannot drive right up to the lobby door. Also there is no signage to the carpark in",50,1
HOSHINOYA Tokyo,Luxurious and private getaway,"A distinctive property that perfectly blends Japanese ryokan tradition with contemporary design. It is ideally suited for business and leisure travellers, being situated in Otemachi (CBD) and only a stone's throw away from historic areas like Nihonbashi and Ginza. The concierge team is brilliant and were such a wonderful resource in planning our dining engagements.",40,1
HOSHINOYA Tokyo,Wonderful hotel and the ultimate fusion of contemporary and traditional Japanese experience,"We picked up Hoshinoya Hotel for it's unique ttaditional Japanese design. We didnt want to be in yet another hotel room while in Tokyo. But we were surprised above and beyond our expectations. The place is as beautiful as its web photos. The atmosphere inspires serenity and calm. The type that make you at piece and relaxed. The staff is amazigly helpful, personal and friendly. We felt at home and among friends. The hotel has a hot spring water onsen on the top floor - a great experience by itself. I can go on and on but I think that 5 stars is not enough for this unique establishment.",50,1
HOSHINOYA Tokyo,Fantastic traditional style hotel,"This hotel is run as a traditional ryokan, in the middle of busy Tokyo. The rooms make you believe that you can step outside of your room into a zen-garden... in spite of being on the 14th floor. Isolation is perfect, you don't hear a sound from outside (granted, Tokyo noise is nowhere near London or New York noise...). Everything was just perfect; the mini-tea-ceremony as a welcome, the gorgeous room with every facility you can dream of, a bath room so comfortable and well equipped that you want to stay forever. We had a breakfast in our room which was perfectly delicious. The smallest of downsides: not all the staff are fluent in English and the procedures tend to be (as often in Japan) a bit complicated.",50,1
HOSHINOYA Tokyo,LUXE!!!,Everything and more! Ultra luxe and the service is unsurpassed. The onsen is next level leading out into an atrium which makes it really special. All staff beyond courteous and service was faultless. Loved our stay!,50,1
HOSHINOYA Tokyo,"Excellent accommodation, service and facilities","A unique hotel that offers you an entirely different hotel experience, like a mix of qualities from traditional ryokan and modern hotel, from excellent personal but quiet service, blend of Japanese elements in modern design, offers of hand-made rice balls and coffee in mornings, shared resting areas on every floor. We can feel the space, the heart that makes the difference. It’s only 1 station away from the Tokyo Station and 10 min away from the palace, and also connected to easy access to some other train routes, reasonably convenient.",50,1
HOSHINOYA Tokyo,First Trip to Japan,Wanted a Japanese themed hotel and got more than what I was looking for. Also location is great as subway as connected to hotel and takes you everywhere. I never book the same hotel at a destinatiin the second time I vist but this hotel will be my first exception.,50,1
HOSHINOYA Tokyo,Disappointed,"I'll start with the good things. Location is convenient, directly connected to Otemachi station which has 4 different lines. Free Marunouchi shuttle bus can take you all the way to Hibiya. Lots of restaurants nearby (underground). Room is spacious by Tokyo standards, although there is no view to speak of. Like the concept of the lounge very much, almost feels like an extension of your room... Okay so what did I give it two stars? Well the service sadly lets it down. Partly my own fault as I should have known after the incident last time at Hoshinoya Kyoto... 1. I initially reserved 2 nights on the hotel website, later added 2 nights via an OTA. You wouldn't expect this to be a problem even for a Toyoko Inn...Somehow EVERYONE was oh so confused...After I told them about the 2",20,0
HOSHINOYA Tokyo,Amazing experience of Japanese culture in the heart of Tokyo,"Disclaimer: If you are looking for a classic 5 star hotel experience, do NOT stay here. The services they provide are not very flexible and is expected of Japanese hospitality: just sit back and relax. They'll do the deciding for you. I've been to Tokyo several times, and this is probably my best experience yet. I love the fact that they take away your shoes at the lobby, which keeps the place is extremely clean (I don't understand people who wear shoes in the house). The service is impeccable. All the activities and dining were well thought out, so it made the decision process very easy. As always with Japanese hospitality, there wasn't any fault to pick. Another note about the onsen: it is quite taboo to have tattoos in the Japanese culture and individuals with tattoos are",50,1
HOSHINOYA Tokyo,Definitely a unique experience!,"This is a luxury ryokan experience that is very unique. The property has an eerie feel at night with some cool Japanese music in the dimly lit corridors. No shoes are allowed and you will be walking around in a kimono, which is pretty cool. There is a lounge on every floor offering light bites, the rice balls and miso soup offered for breakfast are more than sufficient. Staff are friendly and eager to please. The onsen at night is truly spectacular - be aware that no swimsuits are allowed and you must be naked! A bit embarrassing when other guests are around but hopefully you will have it to yourself. The downsides are unfortunately the hotel is extremely hard to find. No taxi drivers know how to find it even when you provide the address in Japanese! This is disconcerting when",40,1
HOSHINOYA Tokyo,"We absolutely LOVED this hotel, Amazing experience!!","This was our first trip to Japan and Hoshinoya far exceeded our expectations. This is the place to stay If you are interested in design and Japanese culture or just want to relax from the hectic pace of Tokyo. The staff were all amazing and gave us great restaurant tips, travel advice and were proactive in making our visit to Japan so memorable.Thank you got the best hotel experience we have ever had!",50,1
HOSHINOYA Tokyo,Worst 5-Star Experience,"After 12 nights, I can state that this hotel is by far the worst hotel experience I have had so far in Tokyo and I would strongly urge you to think twice before staying here. First, more than half of taxis/cars I took for commute do not know where the entrance is as it is hidden at the basement of the car park. You enter on B2 and you have to go 1st Floor just to take off your shoes for them to keep (no shoes allowed in the entire hotel) before proceeding to 2nd floor reception. First image is not that great but since I knew it is a ryokan, I take the trouble. Then I realise there are no places for lunch nor a bar inside the hotel for a drink or some food. The restaurant inside is only open for dinner. Now about the room, I stayed in a Sakura double room. Dim lighting, no",10,0
