Review,negative_word_count,positive_word_count,label
 The hotel was big and new Check in process was quite slow The hotel s front is currently under construction and not mentioned There was quite a bit of noise in the morning Also due to the construction work if you have a car you need to drive it out of the hotel and all the way around the block to get to the car park at the back of the hotel Abit of an issue The hotel is generally over packed with tourist buses meaning breakfast is jam packed in the morning with the tourist from the buses going crazy over breakfast Staff in the breakfast room was great They attended to requests such as coffee Location wise the hotel is quite far out from the city centre There is a train station close by but abit of a walk and not too appealing at night with the surrounding The neighborhood isn t the best ,0,158,1
 We had a wonderful stay and loved our time at Hotel De Banville We thoroughly recommend staying here as it was close to the metro and in a quiet and clean neighbourhood The staff were magnificent particularly the beautiful young lady on the front desk who was so helpful polite and accomodating We stayed in Marie a top floor suite with glorious views of the Eiffel Tower even from the bath Breakfasts are very tasty with lots on offer Tuesday evenings are a pleasant surprise with the owner entertaining guests staying here with her own singing Unfortunately she was away in the time we stayed but I m told she puts on food and drinks for the guests while she performs Very kindly we were given a copy of her CD to keep as we missed the performance Im enjoying remembering our stay while I listen to it and look forward to staying here again ,0,157,1
 I payed for late check out at 8 in the morning I was woken up by men knocking on the door to check the boiler I refused them to come in as there was 4 girls and we did not feel commutable Then we were woken again by builders on our roof and in our yard looking through our window smoking at our door and dropping things off the roof I had to leave early as it was scary uncomfortable I asked them to move also reported at reception and still waiting on a call back now nearly a week later Before leaving on two more occasions they knocked on the door to come in the bedroom and check the boiler Disappointed after a lovely stay I have videos of this 8 in the morning but it will not allow me to upload but I would like everyone to see what we woke up to ,0,157,1
 The service was excellent We received advice from the reception in regards to the room and other hotel amenities In the room we had 2 free bottles of water along with tea and coffee The presentation booklet was tailored for our stay with recommendations for restaurants and places to visit The room was very clean and also the cleaning service was doing a good job We didn t try the room service but they seem to have various options The breakfast was very good with plenty of option to choose from We left very early in the morning and the staff was so nice they arranged for a taxi to come pick us up fixed price not matter of the traffic way he was going and served us with coffee water and some pastry for which he didn t want to charge us Very good experience would recommend this hotel to anyone going to Paris ,0,157,1
 OMG we love this hotel I think it s the 2nd best hotel we ve stayed during our 3 weeks around Europe This is a 4 stars hotel BUT deserve the 5 stars rating The room we ve got was amazingly unique an attic room top floor so unusual so cozy with a view of the canal itself I traveled w my Mom sister and she has her own small room separate from our bed area The reception staff will help you to find a perfect tour packages for you And they are very helpful friendly too Outside the hotel is a beautiful street a typical street in Amsterdam Very safe and it s not at a crowded dodgy area Lots of quaint small restaurants shops Tips use Uber if you need to go anywhere if you don t want to walk LOVE THIS HOTEL Will definitely come back if we go to Amsterdam again ,0,157,1
 The Hotel was very clean and affordable The room was really wonderful with plenty of light and room enough to move around Closet space was more than adequate The bathroom was roomy but no shelf space to out your lotion or cosmetic This was a very nice last minute find as I had to leave another hotel which was subpar and the same price An up to date lobby which was welcoming The staff were so accommodating and friendly Breakfast was not including in the price but I could have done that Breakfast was plentiful and had variety of breakfast items to choose from My room was quiet even though it was on the front of the building facing the street Transportation tram right outside the front door took me to center city in less than 15 minutes Wonderful location in the city but not in the heart of all the noise and tourist bussle ,0,157,1
 I couldn t fault a single thing My boyfriend and I arrived in Amsterdam on Friday and the staff couldn t have been more welcoming or helpful The hotel was immaculate loved the quirky interior design We were very impressed with the room as it was a perfect size for a couple and loved that you could control everything from the mood lighting to the blinds and television through the IPad Location is brilliant tram stop number 5 was right outside our hotel which allows you to go all the way to centraal station and Zuid Station was a 5 minute walk at the very most The worst part was having to check out not because it was stressful it was the easiest procedure of checking in and out that i have ever experienced but because we had to leave Thank you for having us CitizenM we will definitely be back in the near future ,0,157,1
 This is my favorite hotel I have stayed here three times and never been disappointed It is located right next to the Louvre and the Tuileries Gardens near a stop on metro line 1 and within easy walking distance of the Paris Opera and the Musee d Orsay The hotel is in an original Haussmann building with decorations in Art Nouveau style An old world Parisian style pervades the building and the excellent service but a recent remodeling has made the rooms and the bathrooms state of the art Many of the rooms have Eiffel Tower views we were lucky enough to be upgraded to the Eiffel Tower suite with a table on a small balcony where we could have breakfast overlooking the Eiffel Tower the Louvre and many of the top Paris monuments Hotels in Paris can be expensive and this one is but we left with a feeling of money well spent ,0,156,1
 After a very warm welcome we were shown to our suite room This was most tastefully decorated without any naff art on the walls and thankfully without the unnecessary range of useless extra small cushions propped up against the two main night pillows The bathroom was a good surprise being as spacious as the bedroom itself with Villeroy and Boch fittings The bed was extremely comfortable with good quality pillows At all times the staff were most courteous and helpful and we spoke several times with a delightful Romanian doorman who originally showed us to our room Most conveniently positioned near to the Barbican and Liverpool Street stations in a most interesting building Because we were eating out with a previous family arrangement for a special birthday celebration we didn t experience the food on this first occasion All together this was a most comfortable and enjoyable experience Highly recommended T C E from Suffolk,0,156,1
 Hotel was in an excellent location staff very helpful and friendly It was my partners birthday and we wanted to book a nice meal so I discussed with one of the guys on reception who checked us in and very friendly sorry can t remember his name he help us pick a place and the next day when we arrived back at the hotel after a day of shopping and sightseeing in the room was some fruit and a bottle of Prosecco with a lovely note wishing him happy birthday Would definitely stay at this hotel again The view from the sky bar was fabulous and even though the bar staff had a private function they still allowed to have a quite drink in the corner We are very well traveled and stayed in some of the best hotels in the world and this was not a disappointment and would recommend it to anyone ,0,156,1
 We stayed at Batty Langley on our wedding night and it was such an amazing experience An absolute gem of a place right in the heart of London We were upgraded on arrival to the suite and offered free champagne as a welcome it was such a lovely touch by the staff and really appreciated The hotel is like stepping back in time and a world away from outside which makes for the perfect tonic to city life for recharging the batteries and jumping back into the mix We would like to say a big thank you to the staff for being so considerate and kind and for making our wedding day even more special We would love to go back and if you are looking for a place to stay that makes you feel comfortable and relaxed without the gimmick that other high end hotels in the city provide look no further ,0,155,1
 This hotel was about a 10 minute drive from Westfield shopping centre There is plenty of parking on the premises Check in was quick and easy staff were very friendly and welcoming We were given warm cookies on arrival which was a lovely touch The room was a good size and clean Breakfast was good cereal pastries full English and option of Omlette There were also pancakes which were very nice and another lovely touch On check out we mentioned to the receptionist Sonia that the heater in the room was quite loud and disturbed our sleep and straight away Sonia eliminated the parking fee and offered us a complimentary coffee from Starbucks This was a very nice gesture and although we had a problem with the room I can see that the staff go out of their way to compensate and make our stay worth while I would definitely stay here again ,0,155,1
 Great location for The Louvre Notre Dame Palais Du Luxembourg and Musee D Orsay as all within a reasonably short walk The area has plenty of cafes bars and restaurants close by All staff were very friendly and the rooms and public areas were spotless Our room was in the original 17th century part of the hotel but sympathetically modernised It was nice and quiet at we both got a great night s sleep This is a great base for people who want to be out and about sightseeing and experiencing Parisian life rather than being hotel bound as the hotel majors on service rather than high spec pools gyms and other leisure facilities It does have live jazz which was going strong when we got back at 10pm It was a Saturday night and every table and bar stool were taken and you can t book in advance so get there early ,0,155,1
 The hotel may not be in the best area But the hotel was great was and the staff made it even more so All very friendly and helpful If you are planning to spend time in Montmatre it is within walking distance but be warned you need to be fit Also a short walk from Gare Du Nord and on a direct metro line 12 to the museums Eiffel Tower etc There was a little mix up with our taxi on the last day but it was rectified and we arrived at the station with plenty of time to check in The breakfast was perfectly adequate Would certainly consider staying again The area may be a little rough around the edges but my friend and I enjoyed a walk around the market both at night and in the daytime and found the people very friendly and helpful with directions when we needed them ,0,155,1
 As soon as I made the reservation Casa Camper greeted me with a welcoming and informative email They arranged for transfers from the port and to the airport Francisco and Morgan greeted us as if we were long time guests The personalized tour and immediate check in made us relaxed and comfortable Every detail for a guest s comfort is there To order breakfasts 24 hour complimentary snacks actually real food and drinks wine and beer at a nominal cost newspapers clean rooms fluffy towels bottled water assistance with maps dinner reservations roof top terrace with a rain machine are just a few of the impressive items Quiet and well situated location Thank you Francisco Morgan Valentina Enzo Paolo Andre and Christina for your personable and happy service Please also thank the other staff that we did not meet but who made this trip one of the most memorable So impressed and grateful ,0,155,1
 What an amazing stay I was staying here with my daughter as we were going to a concert for her 12th Birthday at the 02 On arrival we were met by Riccardo who was fabulous he arranged a taxi for us in the evening we got an unexpected upgrade gave us all the information we needed They made her feel so special with a special balloon card and plate of treats for her birthday that were delivered to our room We mixed up times and missed breakfast but nothing was too much trouble they put together an amazing feast All of the staff were very polite and friendly nothing was too much trouble the hotel is very spacious and clean I would recommend to anyone visiting the O2 or nearby and we ll definitley be visiting again Can t thank the staff enough for the extra mile making her birthday treat magical experience ,0,155,1
 First of all every single person in the hotel s staff was incredibly kind they really made me feel at ease during my stay plus they helped me solve a problem with my boarding pass in five seconds flat Room 810 is very very quiet comfortable and spacious enough for one person There is a huge shower box in the bathroom and a lot of useful items scattered around the room such as a hairdryer iron and ironing board usb and hdmi plugs and squeaky clean kettle and microwave oven I also appreciated the Handy device you can carry with you this way you can roam about without a thought to your own smartphone suddenly parting ways with BT Fon WiFi and google maps vanishing right when you re walking somewhere new Cleanliness is obviously paramount and the whole place smells divine from the room to the corridors to the main hall ,0,154,1
 Great staff and very helpful and amazing all of them epically thanks to Alexandra They were very patient to all of my questions every day location was very close to saint Michel and la Sorbonne metro stations and it took me 20 minutes with RER B express station from CDG airport to saint Michel station and from the saint Michel its take 7 minutes to hotel The location is perfect and quiet the University in front of the hotel We got a very good deal for the 5 days the best price definitely great value for money Central location near to all attractions Notre dam pantheon Luxemburg gardens 5 10 minutes from the hotel The Latin Quarter is very good and recommended by all guides The Breakfast is great very tasty and extremely rich Small room but it really does not bother I will back next time to this hotel for sure ,0,154,1
 Everything was absolutely AMAZING I had to leave very early because of my reasons but I would love to stay longer Room was sweet and comfortable small things like tv made my stay very nice I could play X men trailers from youtube Staff wonderful and veeeeery lovely Nice helpful and friendly people working there I spent a great time with them on small talks I will never forget Radisson Blu Edwardian and I would definitely come there again if any occasion occured Worth the price Ah and cesar salad from hotel restaurant absolutely the best salad I have ever had If I have to rate 1 10 I put 11 Surely I will miss that place I put 3 photos that say my stay was really happy PS I managed and got the best place in queue and shot some photos with X men stars YAY D Thanks Radisson Blu Edwardian ,0,154,1
 Staff very friendly and helpful in all areas particularly breakfast service where nothing was too much trouble Room very bright clean had both bath and shower and was of a reasonable size for London Location excellent for a range of theatres restaurants and the markets of Covent Garden It is a very short walk to the Embankment use the steps down from Waterloo Bridge alongside Somerset House for access for a stroll by the River Thames The walk to BIg Ben takes approximately 10 15 minutes but as we passed and stopped to examine Clepatra s Needle the Sphynx and the Battle of Britain memorials on the way it did take us a little longer Lovely way to get to Westminster with much to see both on and off the water whilst walking and a good number of ornate benches on the way just to sit and watch the world go by ,0,154,1
 Best sleep experience in a hotel ever Large beds extremely comfortable pillows which is very rare Fresh food for breakfast sufficient variety The hotel is very well maintained everything is clean and looks like new Great position of the LED TV Tea and coffee making facilities in the room of a great quality Teekanne and Julius Meinl Complimentary Manner waffels were waiting for us on arrival Free toiletries from shower cap to shaving and tooth kits to cotton pads one can basically travel with some clothes in a backpack that was so well organised Staff is great great great everyone we met was friendly smiling and speaking perfect English Bathrooms are large ours came with a shower was really appreciated Rooms are quiet Great free parking facility Fast connection to downtown and underground with tram 71 So far the best hotel I ve stayed in and it is truly a 4 one ,0,154,1
 We are sincerly enthusiast about this amazing Hotel We want to thank all the front desk staff they have been really helpful and they always did their very best to help us The room was just perfect very good air conditioning excellent shower beautiful bathroom high quality bed We also asked two extra pillows and we had them in 5 minutes Breakfast is just excellent delicious smoked salmon in generous quantities very good quality bread juices warm scrambled eggs sweets various cheeses etc I sincerly think the breakfast in this Hotel is just better than many 5 star structures Executive lounge at first floor is beautiful comfortable and very inviting very clean and with high quality Food Beverage items After our bitter experience of last week in Austria this time we really enjoyed our stay in this Hotel and we are planning to return as soonest as we will be able to ,0,154,1
 Perfect location really clean lovely staff We were worried about the noise from the train station below but we couldn t hear a thing We went for the Executive Double Room which was a good size But wasn t expecting all the bits to come with it fridge with soft and alcoholic drinks coffee machine access to lounge where you can get a drink coffee and light snack during the day and also a breakfast in the morning all that included in the cost of the room Brilliant deal There is also a restaurant but we didn t use that The room was good size Bed was so comfy that we didnt want to get out of there in the morning very clean Just perfect for what we wanted We have stayed in number of hotel in London and none of them were as good as this one Highly recommend to anyone ,0,154,1
 Everytime I go to Milan I stay at Hotel Berna it is perfect location near central train station confortable room free drinks at minibar cute duck toy slliper coffee machine breakfast awsome boiled and scrambled eggs sausages cakes fruits salads yogurts juices croissants jams nutella centrifuge juice and so on coffee and water all day near repection Before your stay you choose the configuration of your room temperature type of pillows drinks at minibar etc The staff is so nice and professional They have 2 types of rooms on booking superior and quality Superior room is very good but if you like large spaces at me choose quality room just I pleasure the you deserve Both are so great and comfortable As I said before going to Milan you should stay at Hotel Berna and you will be spoiled and so happy Grazie mille a tutti che lavorano in Hotel Berna Arrivederci ,0,154,1
 Very courteous helpful responsive staff at desk 24 hours a day location can it be beat walking distance to many great restaurants and attractions as well as the U subway right around the corner Breakfast was phenomenal with excellent quality ingredients meats X ease yogurt egg Staff can give excellent referrals for restaurants based on your exact needs not just popular choices Very clean VERY room quiet Hotel arranged a hotel pick up with a professional driver that was very easy to set up Would recommend this hotel to anyone King bed was a large frame with two mattresses but it is typical of Europe to do it this way at least there was no bed Rams in between the two mattresses barely noticed Room has AC fan and the building elevator was functional Shampoo soap and kits provided and there s a minibar Had too much fun exploring to watch tv ,0,154,1
 I love French hotels there is always something funny or strange and there is always an element that challenges my improvisation skills The Waldorf Madeleine did not disappoint in that way Wanting to take a shower I accidently converted the bathroom in a pool as the design of the showerhead and how it was mounted could not lead to any other results This time my improvisation skills did not provide a solution I was baffled by this piece of French ingenuity on shower design The other challenge a window that did not close was solved by using the hotel directory in a new and different way My hunger for improvisation was satisfied Furthermore the hotel is on a great location the bed was very nice and good and the airco is powerful so on hot days you ll still be able to recreate the inside of a fridge should you like ,0,153,1
 Staff was amazing very friendly The decorations in hotel are very interesting There is an espresso machine and very nice sound system in every room Excellent attention to detail nuxe lotions shampoos gels soaps and conditioners are provided in each room Rooms are excellently cleaned Coffee hot drinks machine in the reception Staff at the reception are always helpful and friendly always eager to give directions recommendations and help with anything you need The location is perfect just nearby there is a very nice boulangerie and a park 10 15 min drive to louvre There are very nice cafes and restaurants in the area Very nice area close to the main attractions in Paris As me and my husband were there on a honeymoon the stuff were very nice and offered us a suite room with a very big discount Would definitely recommend the hotel and looking forward to coming back ,0,153,1
 The Gore exquisite outstanding This is a Five Star hotel of the utmost Quality It is a boutique hotel independent The standard of care and product is simply tremendous We stay in a variety of hotels at the moment for our work in music and we have seen it all At the time of writing this is the very best Special mention to the lovely reception team who offered a free upgrade most unexpected and Trevor the very kind Conci rge a true gentleman We had a classic superior double room with bath but even this simple double room was outstanding I have no doubt all the rooms are excellent Room Service Breakfast American Pancakes was superb I have nothing negative to relate P S unlike a recent stay at another London hotel the Gore released any pre authorised funds immediately to my card You notice the difference in customer care ,0,153,1
 The whole room was fully equiped extra large bed and super comfortable Loved the ice bucket and drink accessories simply perfect The bathroom was absolute heaven Spacious and very clean Also the Virtual Host provided by the hotel was extremely fast and reliable all i had to do was send a text and all my needs were met right away From the minute we walked in and checked out every single staff were absolutely great Especially Flori sorry if i may have spelt her name wrong she made us feel super welcome and dealt with all our matters perfectly Its so nice to stay in a place where all the staff are this good They even provided us with a big cake and special arrangements in the room for my partners birthday We could not stop telling our friends and family how amazing our stay was Cannot wait to visit again ,0,153,1
 I really was hesitant when the cabbie pulled up in the middle of Shaftesbury Avenue Then worry melted away like the Winter Wonderland glaziers thawed by the receptionist gushing welcome Then proceeded to walk into a Four Poster lavish suite and popped open the Moet Salut We had arrived back in the city that never sleeps en route to Manhattan How could one of conjured up a more opulent boutique experience As to the Staff they were delectable with old school helpfulness and discretion over surprising me on my special occasion One expects your happy Birthday in rose petals on the bed in Bali or Plaza New York however leave it up to the The Piccadilly London to truly pull off a night to Remember As a bonus their luxury leather book provided us with an 1940 s authentic Indian gem which was the tops Will be back Without any doubt ,0,153,1
 The inside was amazing lots of living rooms where you could hang out and relax if you are not out visiting museums or doing tours The rooms are also very comfortable The scene is very hip The bar area was nice for relaxing and we enjoyed the restaurant as well Since it was very cold while we were there it was nice to have a friendly comfortable hotel to relax in It is very light and airy a renovated commercial building There is a parking lot below the hotel if you need parking It is close enough to walk everywhere but also close to tram lines if you get tired and need a lift This area of the city is very nice to stay Next door is an amazing food court We were able to buy a tram pass there as well as tickets to the Keukenhof tulip garden Highly recommend ,0,153,1
 We stayed for two nights and really enjoyed it The hotel has got a modern design the room and bathroom were clean the bed very comfortable and you can use a coffee machine for free tea and water are also available The breakfast offers a lot of different cold meat cheese jam various sorts of bread eggs fruit cereals and yoghurt You get freshly pressed orange juice tea water and tasty coffee Cappuccino Caf Latte On sunday morning there was live jazz music in the dining room In the evening you can listen to live music as well and enjoy a beer or long drink in the hotel bar The hotel is well situated you need only 5 minutes by foot to the next train and metro station Bijlmer ArenA It takes 10 15 minutes by metro to the city centre of Amsterdam I really recommend a stay at Jaz Amsterdam ,0,153,1
 We have stayed in the single rooms before and found the Executive Twin to be the better room for my sister and I it faced onto the road and park but we were not bothered by noise I agree some rooms have been small and need updating but for a short stay they are adaquate We were happy with the staff and facilities the food and organisation had improved a great deal since last year when I did complain about a member of staff and the evening meal my complaint was treated sympathetically at that time Our 2 night stay in March was our 5th visit and we choose to eat our evening meal in which was delicious and we will continue to use the hotel for future visits to London Lovely location bus around the corner staff who are willing to help with directions we were more than happy Thank you,0,153,1
 Great hotel very central location with all the main attractions within walking distance and the best staff I have ever come across For me it was Raquel and her team that made it a special trip We went there with our two little kids and they took care of all our needs be it planning a trip in or out of the city upgrading to a bigger room or booking an appointment with a beauty parlour all taken care of in the most friendly and professional manner Raquel even called a taxi firm to complain on our behalf when the taxi driver seemed to over charge us The free snacks were a real plus especially when you are travelling with young kids and feel a bit peckish late at night The room was really good for a 4 and the bed very comfortable All in all very pleased and highly recommended ,0,153,1
 Great location for Wembley stadium and arena just a few mins walk and also right near to Wembley Central train station and Wembley Park shopping outlet with lots of choice of restaurants and shops The staff are very polite and friendly and helpful with directions and travel information They provided an ice bucket and bottle opener on request The rooms are luxurious and spacious great value for money with lighting and temperature controls on both sides of the huge double bed The bathroom has a TV and optional dimmed lighting which was very relaxing in the bath There s a fridge in the room which was handy and the tele had a good selection of channels so we were never bored You can also just see the stadium out of the window too I ve stayed here twice now and will certainly be staying again in the future Highly recommended ,0,152,1
 We travelled with our two children The hotel is just fantastic the rooms look great very modern no curtain but a button to pull down a black out blind which worked a treat Our super king bed was very comfy The kids shared the sofa bed which I would say is not comfortable for an adult to use but the kids were happy with it Staff were fantastic with the kids goodie bags on arrival plaza dollars to get treats into he cafe The best bit is breakfast in a family friendly area with kids TV and games breakfast was so calm it was great Literally out of the hotel and 2 min walk to Lambert North just be careful there is another Park Plaza just around the corner our taxi took us there first For adults minus kids the walk to the London Eye Southbank will be 10 minutes ,0,152,1
 This is truly a superb hotel I arrived with three heavy suitcases and the Conci rge Porter asked my name very polite presented his colleague at reception my booking details as I waited to check in Then within minutes my suitcases were in my room Very efficiently done This is the kind of swift service one finds at the top five star hotels The gentleman at reception was very professional and very kind and helpful at all times In minutes I was checked into a lovely superior double room Everything was marvellous room service excellent food very good indeed amenities decor style and facilities Even an afternoon turndown service was always offered with a polite knock on the door The only issue was the wi fi is patchy in places All members of staff were excellent Very professional The Hotel Manager should be most proud of the staff for certain ,0,152,1
 I went with my wife and son who is 3 to the barcelona The stay was fantastic and very near to the local shops and transport There were many other entertainment as well The staff were excellent with the service very helpful Reception members were helpful to Would recommend for the family The colleague in the bar helped us a lot to warm the milk up for my son without charging us that was the great help Would recommend not to take taxi if you are traveling around as they are expensive All the local routes areally very cheap and easily gettable as been properly advised by the hotel staff For 10 ticket you can travel 10 times 10 times alone journey or 5 5 with your partner and same ticket you can use for your partner you can use bus train tram Would defenately recommend for hotel Barcelona princess ,0,152,1
 My dad and I stayed the night after I ran the London Marathon The stay was excellent from the minute we walked in the door Ice parks for aching joints bananas and bottles of water all ready waiting for us at reception Handshakes and pats on the back too for finishing I instantly felt welcome I was given soya milk at the bar for a protein recovery shake too The room was comfortable and clean and there was no noise from outside Breakfast was excellent too I was impressed to find lovely soft poached eggs on English muffins with Hollandaise sauce at the hot plate and the flakiness pains au chocolats in the pastry selection I ate like a king after not having much appetite the previous evening There was nothing at all I could fault excellent value for money I would definitely stay here again The staff were outstanding ,0,152,1
 This is my second visit to Amsterdam and likewise my second stay at the Manor Hampshire Hotel It is a stunning historic building that has been thoroughly updated inside I love it s convenience and location it is far enough away from the city center to be peaceful yet near enough to 2 main trams that get you to the city or to the museums quickly The neighborhood is considered up and coming and has plenty of stores and restaurants The room decor is quite amusing see picture of the graphic over our bed and the colorful red crosses from the Amsterdam flag are everywhere Our concierge Hans was so helpful and knowledgeable going out of his way to find a specific restaurant for my vegetarian husband I will definitely return for another visit to Amsterdam and I look forward to staying in The Manor Hampshire Hotel in the future ,0,152,1
 This hotel was perfect and beyond my expectations Booked the room for our last night in Spain to ease our travel to the BCN early the next morning The harbor location provided easy walking access to the Barri Gotic and Las Ramblas The service was exceptional and took care of our arrangements for the way too early departure the next day The room was drop dead gorgeous and comfortable beyond belief Just what we needed after some demanding travels The pillows were exceptional And you could even contact room service if you preferred a different type never seen that before What put this hotel over the top for us were the service and the view Looking in to Barcelona from the harbor watching the boats and the light change as the sun set Wow Must go to the uber cool lounge and have the signature cocktail and the unique tapas ,0,152,1
 My sister I brought my dad for his 70th birthday he was really taken by the hotel He especially loved the massive bed We had breakfast here both mornings we all thought it was perfect the fresh bread being the highlight It has a lovely informal atmosphere and the staff are all friendly and helpful They are a young team but all with a great attitude to their job which is a breath of fresh air I will be interested to what the uk staff are like The AS restaurant across the road is a must we went on the Sunday evening when they have a special menu and we shared various plates of deliciousness which we thoroughly enjoyed Dont be put off by the out if town location the tram service is excellent the stop literally opposite the hotel so travelling back forth to the center was no hassle ,0,152,1
 We were on the 10th floor the view of the city and park was great The bed was perfect for me co comfortable The bar on the 17th floor and very cool we only had a couple of drinks The looked nice even we didn t try it There is the number 7 and 13 tram just outside the hotel both bring you into the centre I didn t no when I booked that they have a free shuttle bus from the airport but we got the shuttle from the hotel to the airport with 5 change Book this in advance The hotel isn t walking from the city centre but if you rent a bike its only a 10 15 ride out from the city centre The ken market is not far from the hotel this is a must for all foodies and people who enjoy a good drink ,0,152,1
 My boyfriend and I had a great stay I arranged the trip to celebrate his 30th birthday When we arrived the staff on reception were very welcoming and we were told we had been upgraded for free The room was immaculately cleaned and all the facilities bathroom kitchenette television lighting were great We spent most of our time out of the room and exploring London but if we had wanted to spend more time relaxing in the room then it would have been extremely comfortable to do so The location was great a very short walk from the London eye and other attractions it took us about 3 minutes to get there from the hotel and close to Waterloo station which was ideal for our arrival to and departure from London I would highly recommend this hotel and we would definitely stay there again on return trips to London ,0,151,1
 The service and staff were excellent and really stand out in this boutique hotel They were very helpful and attentive and would always greet us with a smile Moreover not only did they speak perfect English but also other languages such as German The breakfast was very good and on the second day our order was already remembered They also serve breakfast on the room which is convenient if you are lazy or under time pressure The location is ideal being situated in the heart of Montparnasse and very close to public transport even though we preferred to walk instead which is also no problem The rooms were very clean and there was a lot of attention to detail The bed was very comfortable especially the pillows were probably the most comfortable I have every slept on in a hotel Would definitely recommend staying here and would visit again ,0,151,1
 Location wise the Mondrian is perfect Easily walkable from Southwark Tube Station and located right on the Southbank next to Blackfriars Bridge we had a great view of the Thames and St Pauls The bar on the ground floor was voted the Observer s top London bar in 2015 and you can see why the decor is amazing the staff incredibly knowledgable and the cocktails are a real experience try the 13th Century Boy if you re a Gin drinker We didn t check out the cinema or the roof top bar this time but will probably do so on our next visit Our room was large and spotlessly clean the in room services were all as you d expect from a good hotel particularly liked having pre made cocktails from the afore mentioned bar available and a proper internet connection which worked reliably and at a good speed ,0,151,1
 This hotel was amazing The check in was exceptional The receptionist black hair shoulder length with Spanish Portuguese accent unfortunately did not note her name was very friendly and professional She was very helpful with our questions about the area and Paris We got an upgrade which was lovely They have free phone calls from your room phone to anywhere in the world Very nice touch They also have a bar in reception area which you can help yourself to Nice as a nightcap before our return to the room each night The room was spacious and clean We had a comfy king bed The bathroom was spacious for a Paris hotel The L Occitane toiletries were nice The extra touches of toothbrush paste cosmetic pads and ear buds were nice Tea and coffee in the room was good and extra milk was never a issue when we asked ,0,151,1
 A four night stay and everything was absolutely fantastic Nothing was ever a problem and I must say that the best part was certainly the service welcoming and hospitable staff Everyone we encountered was friendly and well trained with a special mention of bubbly Michela at the Front Desk and Flavia in the Restaurant who always answered our requests with a smile and they seemed to really love what they do If you re looking for a central location for a hotel with easy access to get around London you can ask for no better Great location great value great service And an overall great stay Nicolas Braud the gm was on vacation at the time of our visit and the fact that the property ran so well in his absence is testimony to his leadership and an empowered Team Thank you for taking such good care of us ,0,151,1
 We stayed at the Dorchester for my sisters wedding The staff went out of their way to make sure we had a comfortable stay Before our travel we were worried about little things that might ruin our stay especially as we were traveling with our 8 month twins When we got to the hotel the staff we ever so polite amicable and most importantly approachable We managed to have a comfortable stay and little things like sterilizing babies bottles making their milk and ensuring they had comfortable naps became least of out worries as the hotel offered a complimentary extension to our check out time which was after the wedding ceremony had finished This allowed us to enjoy the wedding and plan our babies needs accordingly Thanks to all the staff at the Dorchester including the doormen who were extremely polite and welcoming We certainly will come back again ,0,151,1
 Everything Stayed with 9 month old baby and felt really comfortable breakfast in a high chair stroller kept on the 1 floor a lot of cafes and restaurants nearby no need to gat a taxi to get to the Champs Elysee or Eiffel Tower local market with fromageries Paul see food is 3 mins walk Monoprix is also near The stuff is polite and really friendly The room is cozy and quite This hotel became my 2nd chose before it I booked a room at Hotel Elys e Gare de Lyon but they required me to book another as a baby was not allowed to sleep with 2 adult That was non sense but I couldn t get a refund and no booking com help as well I was upset but Hotel Monceau was totally a much better choice and I m happy that the situation went like that ,0,151,1
 I ve never had the chance to go to the hotel because of the new years bombing in istanbul And i was almost going to cancel it but they were so welcoming and they told me i can visit the hotel whenever suits me They also said noone should go through what we are going through in istanbul I respect how much they see everyone as equal humen Which is a lot more important than the comfort of the bed or the taste of the food or even the hygiene Because it is the hygiene of a heart So i checked everything with a point of perfect Because it is important to be a human At the end i ve never had the chance to visit the hotel because of another crisis in istanbul But oh well i will come and see you guys and thank you in person ,0,151,1
 I have stayed here several times Last year I stayed for one month in room 805 I returned again now in April I was extremely impressed with the cleanliness of my room which Staff member Morena was responsible ffor She in particular made me feel most welcome and made my stay particularly welcoming My room was always impeccably cleaned For this reason I returned again This visit in room 428 again my room is being cleaned immaculately by staff member Fatima Both these ladies are true assets to Da Vinci Hotel Both have professional high standards in their work Other staff members at reception and the restaurant have also been incredibly welcoming I highly recommend Da Vinci for a short or long visit It is close to the city by catching the train immediately next to the car park A very enjoyable safe visit once again I will return ,0,151,1
 Excellent place to stay with excellent transport links via the Tube With Bayswater station and Queensway station within walking distance giving you three different subway lines you can easily get to any part of London Easy and safe to come back to after a late musical at West End The road Queensway B411 is a nice area with a few really good chinese restaurants Gold Mine and Four Seasons Walk in the opposite direction from DoubleTree and you can walk to Portobello Market in about 20 mins What a wonderful bustling market Beds were comfy Cookie given was delicious Loved it Morning breakfast was ok sufficient But gets a bit boring after a few days as the same food is served all the time stayed for 5 nights Standard hot English breakfast also with cereals muffins breads and pastries Overall highly recommended I ll certainly stay there again ,0,150,1
 I booked this for a 40th birthday treat and it really didn t dissapoint We got upgraded to a junior suite on arrival with cakes and a balloon which was a nice surprise There was fresh water and fruit in the room The room was lovely The bed was so comfortable and the bathroom was spotless with an amazing rain shower Loved all the technology We did come back to our room one afternoon and the card to open the door wouldn t work but other than that no problems Breakfast was fantastic Such a lovely choice of food All the staff were very helpful and polite One of the best hotels I ve stayed in for a long time We also got engaged on my birthday so this made it an even extra special time for us which I will always associate with staying in this hotel ,0,150,1
